ID,Reason,Age,Gender,Date,sample
d5c4d4f5d12ccc3a55cafb9b5ebeff04,Diaper-Change,31,female,181118,375685
23b84de31f8a83e6dc0358c657a9842f,Diaper-Change,158,male,181225,408035
0a77406a29c68ef9fe8c75412d5899e8,Diaper-Change,100,female,210306,968284
19d8fb5fe6de73fdb61c4216208d7d8a,Diaper-Change,11,male,180607,92261
NO-EMAIL,Diaper-Change,NO-AGE,NO-GENDER,190119,434751
NO-EMAIL,Diaper-Change,NO-AGE,NO-GENDER,180711,225204
f68323e909ea380636913e0fe83d4a02,Diaper-Change,2,female,181022,356991
NO-EMAIL,Diaper-Change,NO-AGE,NO-GENDER,180607,92344
fa19a9078550f2f949f4a3517414c540,Diaper-Change,172,female,210622,1057753
12a47f75218d7f7e7971136c16571340,Diaper-Change,77,female,180530,62121
676a9b5400e4b192de8f66299032a018,Diaper-Change,150,male,210620,1056803
69c83828162bc0f00d33655dd50e5d47,Diaper-Change,53,male,181222,400243
7dcdf7330da4636d20cb2f3705e312d0,Diaper-Change,19,female,180731,270189
99729475ce0cd84cc973b76db82c8cde,Diaper-Change,257,female,190601,518694
d15bf0c084e533ad1c64da1b2f681a35,Diaper-Change,5,male,210505,1021063
3da79969728a1c8383956f053d005d88,Diaper-Change,30,female,211203,1208148
NO-EMAIL,Diaper-Change,NO-AGE,NO-GENDER,180821,301132
NO-EMAIL,Diaper-Change,NO-AGE,NO-GENDER,181220,398002
692863dd8919549c6fb678e367ef75ed,Diaper-Change,44,female,180823,302375
973353cca875fd31df96c69b070d30fe,Diaper-Change,472,male,210530,1040927
NO-EMAIL,Diaper-Change,NO-AGE,NO-GENDER,180703,190224
NO-EMAIL,Diaper-Change,NO-AGE,NO-GENDER,180527,47801
e43f9ef80584fa3cca4131775b0ad61a,Diaper-Change,24,female,211111,1181315
NO-EMAIL,Diaper-Change,NO-AGE,NO-GENDER,180703,185381
71339fbadf13e9ff73bfce59e293f8ed,Diaper-Change,NO-AGE,NO-GENDER,210319,980278
37b0fe8bc3b9a5a5551be90fa1645427,Diaper-Change,NO-AGE,NO-GENDER,211106,1175643
NO-EMAIL,Diaper-Change,NO-AGE,NO-GENDER,180526,40429
NO-EMAIL,Diaper-Change,NO-AGE,NO-GENDER,180716,236068
803da746d37019ca88c521e7e2216920,Diaper-Change,58,female,180607,92560
01b32f3aecb6e26f7b95a76236068878,Diaper-Change,37,female,220304,1316779
60ae077a12d958e81c8c5f6f5330dd48,Diaper-Change,3,male,210909,1125305
035c7ab7aca9f0f5a9a167fafbd4d989,Diaper-Change,NO-AGE,male,210905,1121443
e62fd6d5228afb8adab7504a727657b3,Diaper-Change,154,male,211219,1226981
NO-EMAIL,Diaper-Change,NO-AGE,NO-GENDER,180526,44606
d23ceaee3b86b099c478726149342ccc,Diaper-Change,5,female,180516,16803
644911f52b74618ebffca02471bac983,Diaper-Change,11,male,180602,73719
96a0ce39913030e686e617ff90bc8ce5,Diaper-Change,9,male,180527,50335
0f5c69e408164906ab40849d375431f3,Diaper-Change,35,female,210604,1044528
f197e0f07f08ec3434143aeca383389c,Diaper-Change,1,female,211110,1180075
1f12bde6b34f827558c4547a8b89c651,Diaper-Change,5,female,211218,1225881
90e4a8cc49ea7cbb365730da6b4d16c3,Diaper-Change,33,female,210828,1115015
1c61cc37bab5e65134912889c490ef8b,Diaper-Change,16,male,180523,30795
08d7a4d643b4b517ab438fdf1b1661b1,Diaper-Change,15,female,180911,322210
NO-EMAIL,Diaper-Change,NO-AGE,NO-GENDER,180707,211241
897b4af173111fdbb4784fd9aeccbff2,Diaper-Change,37,female,210331,992297
1cc14e1ca5abde3b8c5ca7ec78b1eca4,Diaper-Change,128,male,210828,1114394
e9868f83ec14b81810c3695bd4c3365d,Diaper-Change,1,male,211230,1239683
39c78ebad529423c1130713fa72a8b8a,Diaper-Change,38,male,220303,1315665
88b735f0c189d644e1d632904cbc2c23,Diaper-Change,34,male,210816,1103816
348b145f558a01863913fa5d285b76a4,Diaper-Change,27,female,180718,244758
2512252862269dddc9039104ce72406b,Diaper-Change,149,female,180610,102268
6a685586c444f9f21e7f3f9bffa97fe8,Diaper-Change,68,female,190617,537888
b3434fca6d0e1fe52572bf072ae72007,Diaper-Change,107,male,180531,65227
ddbf77d037fdc660e90f37f65f293b41,Diaper-Change,24,male,180628,145480
80f1fef8672e3445658c0463e9a58149,Diaper-Change,555,male,210501,1018385
3e8f1b3ac8a364c329321b0b1b435de1,Diaper-Change,285,male,211106,1176570
NO-EMAIL,Diaper-Change,NO-AGE,NO-GENDER,190513,507165
188f67bb3b0ed809f19c1708ccc4712c,Diaper-Change,NO-AGE,male,210310,971700
58d0c9e62c2a93c32c5ccc43952b76f5,Diaper-Change,285,female,220108,1251775
4f4a2052f4a271cf286a77132cb112c6,Diaper-Change,210,female,180717,243770
NO-EMAIL,Diaper-Change,NO-AGE,NO-GENDER,181002,340370
a34910c108690a6040fb77c8f750af65,Diaper-Change,225,female,180527,49996
f29b5d0cafa93e8be6ccca476c24ca5d,Diaper-Change,18,male,180821,300260
213c1caf2c867bcc13eec75581617198,Diaper-Change,58,male,211211,1217629
NO-EMAIL,Diaper-Change,NO-AGE,NO-GENDER,180903,314226
61264effd54874e27eec462b3b4a38ea,Diaper-Change,6,male,220116,1260598
16c5a3ca97efd360f25cdbea0d38bd35,Diaper-Change,4,male,190121,436874
6498de18df7bc3fa08141811a1612a5d,Diaper-Change,59,female,180720,252001
68c02580448ef2a25d78e0f275072ed5,Diaper-Change,NO-AGE,female,210329,989285
892e17f08bc58f12694d42978eb3a262,Diaper-Change,NO-AGE,female,210724,1085017
NO-EMAIL,Diaper-Change,NO-AGE,NO-GENDER,190128,444303
4de58641e7209a78f527079b3138d436,Diaper-Change,53,male,210304,966816
7367e4820b9b0cb28758eb1381af10b9,Diaper-Change,NO-AGE,male,210830,1116980
d4dc4e1aac38fb512e92596751a7a98f,Diaper-Change,3421,female,210531,1041586
08dc7388449b360d0a8d3496ecbd0c27,Diaper-Change,83,male,190803,564712
a6df8433524ad94b12862af733e66276,Diaper-Change,50,female,180718,246558
1810ebbce704b4c9845d6d9c408665a1,Diaper-Change,138,female,180726,262854
c8b0388b46e343f5311c6437bcf7eccf,Diaper-Change,NO-AGE,female,210408,999039
b2cd9330b73bcc76e843af947e8e15ec,Diaper-Change,84,male,220121,1266280
2dc55d707a967769d0b4c1e842ebf9af,Diaper-Change,27,female,190606,525927
34dc1220541ae0b45a9a5b8b2e9ddc2a,Diaper-Change,58,female,210509,1024304
211692cd82b91f47de93984719f7281c,Diaper-Change,58,male,190530,517503
NO-EMAIL,Diaper-Change,NO-AGE,NO-GENDER,180628,151642
8cb05deb6c4559e1aceb9e5139f42a8a,Diaper-Change,364,male,210504,1020973
b4152fee1f2b6f1a46b4eb9716a0fa9b,Diaper-Change,574,female,190309,473296
822f419e92e214197f61ba9d20774349,Diaper-Change,51,male,180611,111528
4ca6977feeb9b015b48d57f8cacf8538,Diaper-Change,138,female,220302,1314100
3b226fd469f74f0e5ac46dd7ce11b322,Diaper-Change,59,male,180524,33687
d883b1e8fcfb687a6de2e964e153ab99,Diaper-Change,77,female,180717,241646
4165b725c91104a265198168b50a1c33,Diaper-Change,7,female,181002,340523
133fe9223b36f6fff126670cc6a83515,Diaper-Change,105,female,210421,1010477
52feabc1f77c2893c544073a97aba099,Diaper-Change,NO-AGE,male,220130,1277115
14db27f640668af5edf5188c4d072e4b,Diaper-Change,115,female,211214,1221227
db8e0130ab1ab21b60566ba42ccbae88,Diaper-Change,91,male,211002,1144051
99622d797dc8ee950883a8252a7e6c39,Diaper-Change,8,female,190118,433924
fae17f7a007003655870c8504e523c45,Diaper-Change,351,female,180720,250875
8f667a2ddefa7d968549dbb89f64e52c,Diaper-Change,309,male,180801,271636
bc02aa17c73f69cc8586b0791623d9e1,Diaper-Change,NO-AGE,female,190602,519560
c227f4cd97dc910fbfbca7b60cec0cf6,Diaper-Change,32,male,190801,563759
NO-EMAIL,Diaper-Change,NO-AGE,NO-GENDER,180526,40337
a64deedf404040db013ed732c6046597,Diaper-Change,57,female,180516,17886
d4c135473134756483b43ea9e384690f,Diaper-Change,76,female,180715,233557
bfdfdac3fe97f063673fb3ec0f4050f6,Diaper-Change,41,male,181109,368826
f4fe47b4ef4c6038f5154c16e60299cc,Diaper-Change,NO-AGE,female,220124,1270548
4bec582fe13e9db7affa46d6e8f2fb43,Diaper-Change,88,male,211126,1198200
8172b364d3a11fd4c80f2b0bff2224f8,Diaper-Change,46,female,180710,220436
8c6417367585eb307ebb5973832d89a2,Diaper-Change,121,male,210911,1126995
f1d9574378fa69c57d4ee6cf351f7d22,Diaper-Change,731,female,220210,1291337
d4e2cc33eaf36cb9f7aff85f7879c766,Diaper-Change,698,female,180704,193676
5e76ec1a368a37c8efa638176a083342,Diaper-Change,NO-AGE,NO-GENDER,180521,28002
6245c65ab81aa3aa5a0e5266d7178c67,Diaper-Change,44,male,180705,203658
NO-EMAIL,Diaper-Change,NO-AGE,NO-GENDER,180701,178758
6462d54caa53e51f0a12015ef4a45bbb,Diaper-Change,40,female,181027,360809
88dd1de71d2fdc2a0c48cf3962278bef,Diaper-Change,46,male,210609,1048644
e44130b32e46c310b18c546f47492126,Diaper-Change,25,male,220109,1252376
3d309b1a0ee7dbe0af74d220b4ee94b7,Diaper-Change,41,female,181116,373794
0c2b9e3502212a95e5d8d18567c1aa5d,Diaper-Change,169,male,180624,140379
7df229163b6597bab78503e6beed733d,Diaper-Change,353,male,210228,963413
d83366993c6940cf5e378c73a14fcf33,Diaper-Change,791,male,210403,994370
418b16f7bb618563cc14c9d79ff606db,Diaper-Change,NO-AGE,female,211209,1215185
NO-EMAIL,Diaper-Change,NO-AGE,NO-GENDER,180817,295814
12e38f49048a2d28b7ccac616168548b,Diaper-Change,8,female,220120,1265571
1a9d6a17bbc373be77430c40408743cb,Diaper-Change,NO-AGE,female,210531,1041334
08d7a4d643b4b517ab438fdf1b1661b1,Diaper-Change,5,female,180901,311741
NO-EMAIL,Diaper-Change,NO-AGE,NO-GENDER,181119,375820
d6a96c30333ac37a8c6837ed8ed76a86,Diaper-Change,188,female,181223,403363
3d3ec9ab7cba2ebdf6fb4ca3c9b90408,Diaper-Change,13,male,210525,1037259
72941803425cbc84276ef489c5372acf,Diaper-Change,65,female,190611,532845
9531ed4d8b4735d9510fe42070594378,Diaper-Change,35,male,180829,309504
5d61845a0a1169d58fa38f3e78ef7e90,Diaper-Change,23,female,181225,408309
c5b796fd08a8846d9ea239e9869a9928,Diaper-Change,36,male,190209,455485
8069cca239dcbfed9afc7d70a547fa9a,Diaper-Change,56,male,210527,1038431
df567f9b8c13ce763bcd844de725bd82,Diaper-Change,13,male,180923,332109
1112d7dab081f38078ce8e87ba33667d,Diaper-Change,29,female,210504,1020936
ce3f82c890852db4da97eebb738bf6ac,Diaper-Change,NO-AGE,female,211218,1226264
1f7dd6ab9e38d177a5906cd1e8373750,Diaper-Change,174,male,181211,390502
883b37499c0671f8c005e3be9eb18efe,Diaper-Change,369,female,180619,133124
3f89255cfc959cc1b877f9eadaabc979,Diaper-Change,73,male,181025,359152
e93703f304fbb74a98cae5120a67620c,Diaper-Change,93,female,180929,338058
c4c85fdc161f1614841a18a5fd2e3e57,Diaper-Change,110,female,180516,18106
NO-EMAIL,Diaper-Change,NO-AGE,NO-GENDER,190316,476757
3250738781ec4f44c55733d10b9052a5,Diaper-Change,28,male,180517,20104
2f9687d15529710d960a245b899dad4e,Diaper-Change,32,male,180516,14739
3ac05e11ba7c4cde43f3e459717963fb,Diaper-Change,11561,male,210915,1130028
f24899cee35ca2ac9fae1fa4154ed869,Diaper-Change,118,female,211109,1178691
NO-EMAIL,Diaper-Change,NO-AGE,NO-GENDER,180726,262534
f96250e587584cb5a10880dc87c6fd6d,Diaper-Change,142,female,180604,82428
NO-EMAIL,Diaper-Change,NO-AGE,NO-GENDER,180811,285102
692863dd8919549c6fb678e367ef75ed,Diaper-Change,44,female,180823,302371
25c2d783bdb20cb3d768431b98993c32,Diaper-Change,49,female,190503,502544
692863dd8919549c6fb678e367ef75ed,Diaper-Change,44,female,180823,302339
0d121688e39f472c45a4865a0d1cb9ee,Diaper-Change,8,female,181120,376946
692863dd8919549c6fb678e367ef75ed,Diaper-Change,44,female,180823,302402
63fd4e0696abab8fecfd71f121fa16f9,Diaper-Change,555,female,220212,1293880
NO-EMAIL,Diaper-Change,NO-AGE,NO-GENDER,181119,376167
73b8395781885a4ad22699d9b14afa4e,Diaper-Change,515,male,210319,979797
f2342aab1004506f1e6a5e7f129a2a15,Diaper-Change,600,female,190610,531186
NO-EMAIL,Fussy,NO-AGE,NO-GENDER,180730,267956
6cce617a29f36d0994f7e6fd073d1326,Fussy,21,male,211022,1160383
NO-EMAIL,Fussy,NO-AGE,NO-GENDER,181223,403768
8b9bec3b60208316104117ae1a17a3bb,Fussy,361,female,180706,209261
90cb74b11f0a7db7c6187b52ded657b4,Fussy,127,female,180721,253731
NO-EMAIL,Fussy,NO-AGE,NO-GENDER,180703,187696
9af86061ac963e716914b72d2127434a,Fussy,834,male,210426,1014510
b4fede2bb3751fb83d9b22e3cb88eb20,Fussy,46,female,210714,1076612
c6742b437e1b0dfd41352aae4dc562ab,Fussy,68,female,220219,1301417
f06e79924cba6a73fa1bcecd5ef36471,Fussy,109,female,180628,154105
NO-EMAIL,Fussy,NO-AGE,NO-GENDER,190623,542620
3a7d6c3afe36aabbc388787b51bd82ef,Fussy,182,male,190604,522519
00f0ee71ffc6850deacee5e45c0ad14f,Fussy,23,male,181021,355456
35debb59fd54fc866edc8d2ff19cff0e,Fussy,17,female,180524,33184
c2a39a42753d87593e2185388c19f092,Fussy,337,female,180714,231226
74e37fa92e97b046b5f6304c11f09d9d,Fussy,NO-AGE,NO-GENDER,180517,21991
4d8deb39666f8ba9b40640b623960774,Fussy,250,female,180614,122943
b3459e8b09373e83b522aa8bbce8b601,Fussy,16,female,180926,335567
f96162a7688293bd06b284bbb8af7df6,Fussy,33,male,190131,447706
NO-EMAIL,Fussy,NO-AGE,NO-GENDER,190128,444337
6b73c6193ae903f41d184576a04a5531,Fussy,NO-AGE,female,190106,423168
28035cf5e15c235c86efc18bf9c508b3,Fussy,41,female,210228,962952
NO-EMAIL,Fussy,NO-AGE,NO-GENDER,180912,322866
1c1d96e624b66fb023044346f4c42791,Fussy,62,female,190320,478970
9d5f09934d5afe858421e6615dedea82,Fussy,1,male,220127,1273688
ac3741fcdb85ec9e6662e4dae4d7d8b9,Fussy,34,male,180813,287322
8effd63ebf7214a47a992da7c2d530cc,Fussy,169,male,181217,395962
NO-EMAIL,Fussy,NO-AGE,NO-GENDER,190608,528336
bb6f00c92aa51da137fd76335dee2bac,Fussy,40,female,220209,1289655
f1938b953357b60fdf3851f4eb9d15b0,Fussy,NO-AGE,NO-GENDER,180521,27967
7acce94d55f5420bbdfb874dbbc2add7,Fussy,79,male,210923,1137438
bf56c1584458b697a5d2404583a6cfa1,Fussy,554,male,190712,552827
NO-EMAIL,Fussy,NO-AGE,NO-GENDER,180523,31438
77a5658680894b1744141d1f087887c8,Fussy,120,female,211126,1198207
6150e3fb7403ee11fdd0ff8de5745a30,Fussy,32,female,210802,1092720
5868ee396e122b16281d3c5466925bb2,Fussy,333,female,190606,526731
NO-EMAIL,Fussy,NO-AGE,NO-GENDER,180601,69152
NO-EMAIL,Fussy,NO-AGE,NO-GENDER,180531,63690
NO-EMAIL,Fussy,NO-AGE,NO-GENDER,180704,194045
10b854378aa4df3e20f952d20b93a830,Fussy,NO-AGE,NO-GENDER,220124,1270385
a8a3c128a1e582228b277f7e23568d8b,Fussy,NO-AGE,NO-GENDER,210508,1023830
1e2d7790a6fa65ab18a3fcfdca6c92a0,Fussy,316,male,180520,26287
ce5c093b738dee8e0a790d74b730f3e8,Fussy,71,female,220225,1311212
87442c051cb6d433807543244051a4b3,Fussy,252,female,210425,1013823
3f79c45c6a670c5d02e521728bac1d24,Fussy,NO-AGE,NO-GENDER,180516,15921
NO-EMAIL,Fussy,NO-AGE,NO-GENDER,190415,494388
f7e026082d30751e1d06caa4c3c15296,Fussy,120,male,180901,312164
ae0600d8c7a7895c0bc2100123d14b99,Fussy,190,male,180704,196083
NO-EMAIL,Fussy,NO-AGE,NO-GENDER,190625,543713
7c2aa0961699c3fb89e2f7c7eb1e9c47,Fussy,41,female,180612,118865
22ccf71e741d2dfdfd656f824680e60f,Fussy,66,female,190325,482655
44ec4842985cc9707e9bb6afa073bc70,Fussy,43,male,180607,91531
30775b050fd0b8e5e3d7782397181c53,Fussy,164,female,211120,1190721
e64fa2b548deb82837302ab58603ac18,Fussy,154,male,180625,141099
763e614684ca89da75cad6828341fb40,Fussy,278,male,190507,504511
d7ebcdfc74c04b9eec38d7146d0ab4ca,Fussy,180,male,180913,324080
4b2b032d6200d9801d816b960820c63d,Fussy,57,male,180522,28492
128220165f0557b05fb5ab8cf9575da2,Fussy,66,male,180707,210772
NO-EMAIL,Fussy,NO-AGE,NO-GENDER,180601,69099
9de968a15bb62963ce9736f3e076928a,Fussy,134,male,180703,190041
db12c6d23eddc879901b532760cd3bf2,Fussy,3,male,211220,1228638
25777a4ec245e81046e12158212198b0,Fussy,260,female,180610,107365
1bc912524185dbb64cebe43935eb5a2f,Fussy,270,male,211031,1168507
NO-EMAIL,Fussy,NO-AGE,NO-GENDER,180623,138927
NO-EMAIL,Fussy,NO-AGE,NO-GENDER,180710,221216
f1eebd8d601f32b7c91dfcb49d70b1f5,Fussy,43,male,180713,228720
NO-EMAIL,Fussy,NO-AGE,NO-GENDER,181203,385544
52a2067d996456ae5fa23113a5b8fd3d,Fussy,142,female,211222,1231114
76e0b4872fae972fbc70e95b4c9e8123,Fussy,41,male,210416,1005413
b65fac2ac95cbcadb8a924a6db69e0a8,Fussy,76,male,210524,1036390
b562cad738a16230fa6338778a8cb43a,Fussy,134,male,180516,15739
NO-EMAIL,Fussy,NO-AGE,NO-GENDER,180704,193968
NO-EMAIL,Fussy,NO-AGE,NO-GENDER,180628,152300
046c29e890d5fe5f413eff085c473d93,Fussy,51,male,220308,1322334
e26e0fcb6531ddc18d5f14c81007f9a9,Fussy,129,female,210723,1084596
NO-EMAIL,Fussy,NO-AGE,NO-GENDER,181015,350538
2aad86ac4cb726dc8786def6ced67f7f,Fussy,16,female,180707,211859
NO-EMAIL,Fussy,NO-AGE,NO-GENDER,181010,346869
7ffb00034f248b48bb46d4978ac55f5e,Fussy,54,male,211002,1143460
1e6d935b2c8a62eb9d81a5cfbeb48385,Fussy,90,female,210812,1100184
7dd27cbe85f9ec227d2431c991acc180,Fussy,34,female,190213,459011
NO-EMAIL,Fussy,NO-AGE,NO-GENDER,180707,210584
379b1427980a7240fbcec743464da8b5,Fussy,55,female,190314,475870
4b63e6571318824e5fe1d5bd03b0832b,Fussy,NO-AGE,male,210728,1088209
d8d6c0a2cb4e03c5cdc68455ccc0d411,Fussy,60,female,180820,299451
d59eec9f5b75fad72cc5532c3f669858,Fussy,310,female,180527,49453
cdeeb040d27713a7276e194c77086212,Fussy,255,female,180528,53398
4d37922fd6f8c17dbe848eef3968dba5,Fussy,17,male,190525,513941
fdd40091af1c8df5883ed4b5f037a061,Fussy,NO-AGE,male,210817,1104942
92042c831450a378ed7a2e7f91adb537,Fussy,2,female,211125,1196049
49d5295f7c142b1249ec73d0cc841115,Fussy,75,female,180605,83855
872ba20bd42afdc5bba78130aeb9f266,Fussy,200,female,180517,20984
f1c0c6c90db842178ec9f5d1a4288747,Fussy,872,male,211001,1142623
e539e4cbeaef2f3df45c08c56fcd477f,Fussy,99,male,180608,94898
NO-EMAIL,Fussy,NO-AGE,NO-GENDER,190803,564955
e871ed7c8dc470738d44f5b3e5ec5da2,Fussy,7,female,190822,569529
6df0a6f1bdb134ad361a72dd2d3c65aa,Fussy,NO-AGE,male,220303,1315566
NO-EMAIL,Fussy,NO-AGE,NO-GENDER,180613,120820
21520df0f965f4c129f0fc01609f5ea2,Fussy,392,female,180530,60106
NO-EMAIL,Fussy,NO-AGE,NO-GENDER,180526,39551
86d299a9b0133d748a912b27b58324ae,Fussy,4,male,190723,558726
3c77e81b9e6d168a5668fcddeaad27cf,Fussy,208,male,180610,104839
fad73659102e7a32ebfb2b5b2a1640b5,Fussy,183,female,180516,14262
85cfc1bd1d6e8890da8561dcd0ca4852,Fussy,14,female,181103,365148
0640bb98b8d9cf0432d0f6bcc19d6107,Fussy,199,female,210811,1099959
b70356efbe7831f979c4399c98e8e19f,Fussy,135,female,180714,231866
af3873f60a7e20b713642fffffbd7b7d,Fussy,68,male,180531,65562
483f8812cedffe3b1d4ba5cc7cecd217,Fussy,98,male,190731,563507
0570ffe577a38c5c457e7744ccfe99fd,Fussy,54,female,180710,220637
bf29720d2a9a9b554927167765e903fd,Fussy,NO-AGE,NO-GENDER,220302,1314728
NO-EMAIL,Fussy,NO-AGE,NO-GENDER,181227,411200
d658c4944e3c73e455a91b2a0c279851,Fussy,181,male,211222,1231221
NO-EMAIL,Fussy,NO-AGE,NO-GENDER,180718,246108
9bc99ee66189cad006aed8ba333f3f18,Fussy,122,male,181202,384658
b54fe23b02ad27a9a9379b0a47f0f3ff,Fussy,45,female,180628,153207
7c089554489a9581d548ebfe9e8403a4,Fussy,25,male,210826,1112852
NO-EMAIL,Fussy,NO-AGE,NO-GENDER,180704,194426
8c6417367585eb307ebb5973832d89a2,Fussy,117,male,210907,1123374
99c55df46890b8f4d1b619612d905424,Fussy,408,male,180709,216740
15f34b463b6108bef470050bf60032ac,Fussy,2,female,181024,357948
7dd4e8faf4ad0a37aeb2050409e78fa5,Fussy,37,female,181120,377010
f2bc4fcfbfc46c47812559eded9ee2af,Fussy,76,male,210922,1136048
b5b560ef08a3f4e0ad6cca5b79b7f0c4,Fussy,26,male,190620,540154
38320ba83d26f97dba36ae709b5f94ca,Fussy,49,male,210810,1098998
288cd290fe6a64cb98f84a75d6848189,Fussy,52,female,181116,374053
1c1d96e624b66fb023044346f4c42791,Fussy,63,female,190321,479303
d7963640e2bc5caef39521ff78ccd72a,Fussy,74,male,180914,324544
1f9439dc00be6f551ab1c7c43a12c495,Fussy,70,female,210720,1082035
NO-EMAIL,Fussy,NO-AGE,NO-GENDER,190623,542087
024bcc168651d2a157213b9294c2bf18,Fussy,35,female,210415,1004466
b40ff4c351495390a94765e69e6f5c7e,Fussy,37,male,180628,144867
3a493f317b91b7abcf843e8dc07b72b8,Fussy,158,female,190604,523036
8992ee822582e8e15888ecde648def31,Fussy,2,male,210912,1127580
c9b600cb27c9899f894c22a2c5a4a4e0,Fussy,208,female,220103,1244718
NO-EMAIL,Fussy,NO-AGE,NO-GENDER,190317,477588
4e03f98b6bbf18810d7cec83d98f22d2,Fussy,NO-AGE,NO-GENDER,210705,1068460
e5178caaaa0174557d83c778017d7eb9,Fussy,91,male,180601,68684
529373ea6dc3955437e02e46090c696b,Fussy,143,female,180605,83332
f7f463b7454470586ae5756d2b13f2da,Fussy,3,male,190402,486293
af426ed4a3aa615454abb706da25c863,Fussy,97,male,220120,1265298
2928b91b4b34d1225da46f506687e742,Fussy,221,female,180707,210687
764fd844e1fc1b3152087af4892595b3,Fussy,NO-AGE,female,211218,1225758
4fb220d432e46d33b7ce93b02fe522c1,Fussy,207,male,220304,1316263
d81ef312272511bfddc7df07d1a25912,Fussy,15,male,180805,277420
95f4c3fd01bc9ad55ded279aeebf7b51,Fussy,66,male,181225,407374
NO-EMAIL,Fussy,NO-AGE,NO-GENDER,180610,102286
5f6236f2f75ffc4030f9d467dea8954b,Fussy,27,male,190519,510267
NO-EMAIL,Fussy,NO-AGE,NO-GENDER,190729,562289
d9c1f0eb60c115730c97925692af496b,Fussy,349,male,180717,239521
NO-EMAIL,Fussy,NO-AGE,NO-GENDER,180608,93809
1ce9f06d7ed997e30d8faa38bfaea0a9,Fussy,130,male,180704,193537
5bef90436a372b2a0af6de3251b71630,Fussy,753,male,211015,1154644
2436e79655a9fef378b09bf34b6c2c35,Fussy,58,male,211125,1198048
6c96ee65f8d80d8245e8e50d7ea1168c,Fussy,67,female,180731,269220
e45a8aaed4224396e1a5fe0bb2edea46,Fussy,62,female,180711,223732
33f1b4b506f2b8818a1977c4191fa21d,Fussy,151,male,180609,99174
68d6e43aca543cc0b98947e3a7a48fdf,Fussy,474,female,220122,1267306
cdcfae32d0c86bea6ca25f3261c44f5a,Fussy,59,male,210824,1111372
1b25a7135a9aac069c44f6c138c30690,Fussy,18,male,220219,1300895
NO-EMAIL,Fussy,NO-AGE,NO-GENDER,180628,146223
865fed84650d4c6966c1aa50f05eed1c,Fussy,36,male,180919,328556
0d67ef89283b846c903580cbc2528fc0,Fussy,84,male,211128,1202509
NO-EMAIL,Fussy,NO-AGE,NO-GENDER,180611,108902
NO-EMAIL,Fussy,NO-AGE,NO-GENDER,190302,469588
64063f6ee8ea1e548d3efb00a80fccf3,Fussy,NO-AGE,female,211130,1205427
f0f70c77d6a9fa89bc19faf694879211,Fussy,28,male,180820,299468
264d8cc11ba908bf9ff4268ffbd2983c,Fussy,3744,male,211011,1151482
NO-EMAIL,Fussy,NO-AGE,NO-GENDER,180911,322348
5a86e83b21a8e8a6ebcf6b7450020bf1,Fussy,76,female,180602,71615
4372792579c6b0fc64ba258d83403b89,Fussy,71,male,211125,1196236
05f6e2fd635f8f69bc01825202ef3c94,Fussy,133,male,180519,24691
9e165f5575a90dd61775479f417d4af7,Fussy,252,female,180526,45838
1885cc83032f4a1fbc64af91f31ce11a,Fussy,27,female,220106,1249166
3534cbf482ad37817560245c2a269304,Fussy,NO-AGE,NO-GENDER,220210,1291278
1124e6254632975cec0f9c236b10825a,Fussy,23,female,181209,389116
f12b47538317e08b509fd04225abf3cb,Fussy,54,female,180530,62312
a9671a54dec731567a33e88f13837b9c,Fussy,NO-AGE,NO-GENDER,210405,996666
8e5fe46b332c02c7dd7479e1b4956295,Fussy,165,male,181114,372828
2dcfbd14ce044a1ad5239afd30319c4e,Fussy,132,male,180705,201533
3e3fc0c19a7004ec4ba1beabefdb8782,Fussy,94,female,180720,250610
4b002d20876c878115c6136b9bf2947c,Fussy,67,male,190317,477676
NO-EMAIL,Fussy,NO-AGE,NO-GENDER,180628,147449
NO-EMAIL,Fussy,NO-AGE,NO-GENDER,181105,366660
4495da48ea8384afebd1a22e2263bf45,Fussy,17,female,181112,371060
f72fc95f4fbff2759495cc123a308745,Fussy,NO-AGE,male,210416,1005303
2a4a2999add2a285f19217b925bf2884,Fussy,NO-AGE,male,210721,1082965
1a323ed73a4a495abc4a535e0ad437db,Fussy,NO-AGE,NO-GENDER,180517,22284
5f222051426a51b4d39ed3da5c88a54e,Fussy,16,female,180719,249132
82430862c2a0024addadc257f0fb63b2,Fussy,55,female,190203,449889
05a31087dc3c153f04ab79007e55a8a1,Fussy,105,male,190326,482798
d8b7de2270659535fc96410fba05bdd5,Fussy,NO-AGE,female,180527,49174
6e8b133bd0085c552c441c37e5a688f2,Fussy,116,male,180516,17865
NO-EMAIL,Fussy,NO-AGE,NO-GENDER,180712,226527
c9eab1140f8dd70b79606ebf12c33746,Fussy,2,male,190722,558206
dd5bb8f3aa9535dc0e8e226bf7c04534,Fussy,123,male,211019,1157381
9c7c147b7cd40863d3654eaed932f2fe,Fussy,218,female,180827,307587
76850b304f4c19990e0d1ef95ec0af20,Fussy,18,female,210427,1015197
ea77945b116c61208dee9abc3ae8cdc3,Fussy,189,female,180704,193349
6a691f7da92ba60601714b69a41e9c81,Fussy,22,male,211226,1234589
1279b9bb0ce95a9a08169bb221081cc8,Fussy,1,male,180706,209214
839ab08bec8081bc0ba4b0ee1bb7a29d,Fussy,93,female,180628,153320
